query	read_type	read_len	align_len	unalign_len	matches	mismatches	insertions	deletions	tot_errors
channel_319_read_130	130	1397	1517	9671	938	352	107	227	686
channel_462_read_32	32	1609	1597	43	1289	217	103	91	411
channel_272_read_4	4	10206	9960	25	7356	1866	984	738	3588
channel_277_read_42	42	7982	7954	12803	5170	2023	789	761	3573
channel_284_read_110	110	4251	4080	20	3593	314	344	173	831
channel_286_read_77	77	2432	2411	16	2033	228	171	150	549
channel_445_read_247	247	3076	2987	18	2691	168	217	128	513
channel_388_read_94	94	21831	21561	52	17984	2331	1516	1246	5093
channel_388_read_97	97	2962	2871	4	2623	144	195	104	443
channel_284_read_111	111	3739	3709	46	2962	510	267	237	1014
channel_445_read_243	243	1379	1402	25	1216	101	62	85	248
channel_18_read_134	134	1692	1589	5	1412	127	153	50	330
channel_166_read_134	134	5848	5577	5	4943	409	496	225	1130
channel_129_read_95	95	9863	10202	87	7277	1907	679	1018	3604
channel_476_read_181	181	2985	2819	20	2408	289	288	122	699
channel_42_read_168	168	6065	5765	82	4832	649	584	284	1517
channel_138_read_71	71	9006	9400	55	6847	1590	569	963	3122
channel_248_read_137	137	8021	7680	73	6710	648	663	322	1633
