query	read_type	read_len	align_len	unalign_len	matches	mismatches	insertions	deletions	tot_errors
channel_506_read_71	71	4535	4523	5165	4018	211	306	294	811
channel_239_read_118	118	4072	4219	1663	3216	431	425	572	1428
channel_314_read_92	92	2194	2237	605	1805	188	201	244	633
channel_471_read_128	128	3024	2954	25	2597	155	272	202	629
channel_195_read_276	276	1573	1526	23	1325	96	152	105	353
channel_34_read_147	147	3376	3325	168	2793	236	347	296	879
channel_304_read_35	35	7457	7322	6772	6332	408	717	582	1707
channel_304_read_32	32	4523	4672	1049	3819	336	368	517	1221
channel_381_read_82	82	10102	9919	10	8900	439	763	580	1782
channel_507_read_147	147	5856	5723	68	5060	282	514	381	1177
channel_314_read_218	218	10358	9764	34	8827	435	1096	502	2033
channel_155_read_107	107	1740	1782	291	1384	162	194	236	592
channel_507_read_143	143	4126	3836	43	3368	255	503	213	971
channel_391_read_14	14	14714	15531	173	12899	946	869	1686	3501
channel_482_read_134	134	10809	10534	144	8989	699	1121	846	2666
channel_487_read_58	58	5715	5645	23	4794	399	522	452	1373
channel_432_read_31	31	262	258	8494	196	36	30	26	92
channel_482_read_133	133	5836	5719	9	5171	240	425	308	973
channel_157_read_16	16	87	94	11419	75	4	8	15	27
channel_139_read_157	157	9827	9343	34	8331	448	1048	564	2060
channel_195_read_288	288	3780	3842	1368	3214	254	312	374	940
channel_387_read_65	65	7891	8846	450	6705	645	541	1496	2682
channel_139_read_154	154	4277	3906	34	3402	247	628	257	1132
channel_258_read_13	13	242	206	6832	172	18	52	16	86
channel_129_read_91	91	433	402	2016	326	37	70	39	146
channel_270_read_143	143	2476	2462	65	2055	184	237	223	644
channel_373_read_90	90	1462	1498	3461	1135	137	190	226	553
channel_206_read_8	8	8041	8100	5	6682	567	792	851	2210
channel_3_read_119	119	5515	5477	65	4617	368	530	492	1390
channel_354_read_232	232	3957	3856	36	3454	164	339	238	741
channel_315_read_22	22	1054	1384	3080	935	72	47	377	496
channel_311_read_19	19	2405	2472	68	2018	183	204	271	658
channel_374_read_124	124	748	730	2910	569	66	113	95	274
channel_12_read_84	84	2160	2199	512	1723	193	244	283	720
channel_387_read_262	262	2002	1950	500	1658	121	223	171	515
channel_195_read_306	306	3741	3562	10	3172	172	397	218	787
channel_277_read_37	37	4738	4647	436	4110	224	404	313	941
channel_480_read_217	217	858	864	4517	661	96	101	107	304
channel_510_read_127	127	8190	8367	4944	6931	577	682	859	2118
channel_306_read_55	55	6387	6337	35	5543	318	526	476	1320
channel_317_read_167	167	59	55	4875	51	2	6	2	10
channel_398_read_85	85	329	340	5141	264	26	39	50	115
channel_155_read_64	64	3240	3059	106	2726	153	361	180	694
channel_400_read_332	332	3547	3510	30	2967	227	353	316	896
channel_445_read_18	18	5266	5592	2166	4625	331	310	636	1277
channel_323_read_112	112	3759	4080	1325	3267	237	255	576	1068
channel_400_read_336	336	4470	4256	56	3746	230	494	280	1004
channel_415_read_62	62	4622	4351	75	3811	262	549	278	1089
channel_34_read_153	153	3024	2840	26	2550	146	328	144	618
channel_338_read_180	180	7628	7191	9	6353	368	907	470	1745
channel_297_read_153	153	622	646	56	533	44	45	69	158
channel_472_read_157	157	1487	1569	2477	1212	131	144	226	501
channel_112_read_108	108	3564	3425	3260	2679	372	513	374	1259
channel_138_read_135	135	3826	3667	820	3118	258	450	291	999
channel_419_read_157	157	1724	1927	221	1522	118	84	287	489
channel_377_read_15	15	4474	4479	2562	3746	297	431	436	1164
channel_482_read_75	75	5113	4757	3182	4111	322	680	324	1326
channel_268_read_231	231	5448	5352	4988	4610	310	528	432	1270
channel_403_read_3	3	4010	4159	612	3316	349	345	494	1188
channel_394_read_162	162	1898	1928	14	1548	150	200	230	580
channel_382_read_66	66	1598	1510	104	1284	102	212	124	438
channel_286_read_77	77	2325	2295	123	1999	114	212	182	508
channel_70_read_8	8	3941	3973	556	3293	300	348	380	1028
channel_416_read_49	49	941	938	1604	768	83	90	87	260
channel_351_read_36	36	7788	7502	132	6416	500	872	586	1958
channel_476_read_84	84	7948	7979	44	6817	425	706	737	1868
channel_445_read_83	83	2100	2106	1090	1734	167	199	205	571
channel_356_read_29	29	2782	2681	317	2235	184	363	262	809
channel_467_read_97	97	2292	2173	108	1908	135	249	130	514
channel_42_read_88	88	1049	1099	6679	819	90	140	190	420
channel_461_read_215	215	3315	3211	1287	2743	213	359	255	827
channel_402_read_65	65	4526	4715	43	3956	241	329	518	1088
channel_451_read_254	254	5282	5129	11	4493	271	518	365	1154
channel_451_read_257	257	1998	1984	60	1692	115	191	177	483
channel_18_read_205	205	2709	2899	218	2320	201	188	378	767
channel_156_read_183	183	5690	5458	38	4755	318	617	385	1320
channel_351_read_17	17	5551	5267	265	4486	389	676	392	1457
channel_434_read_37	37	4015	3914	188	3369	267	379	278	924
channel_370_read_177	177	5994	5744	30	5170	225	599	349	1173
channel_156_read_187	187	2113	2089	743	1706	172	235	211	618
channel_283_read_6	6	3977	4105	7991	3350	304	323	451	1078
channel_435_read_31	31	9527	9171	351	7911	581	1035	679	2295
channel_473_read_208	208	3042	3083	332	2393	285	364	405	1054
channel_255_read_11	11	269	326	5250	229	25	15	72	112
channel_308_read_125	125	793	969	4402	668	77	48	224	349
channel_394_read_186	186	322	360	2350	265	27	30	68	125
channel_154_read_126	126	2476	2321	35	2063	126	287	132	545
channel_434_read_100	100	1471	1429	25	1265	65	141	99	305
channel_311_read_174	174	9679	9290	2	7995	580	1104	715	2399
channel_397_read_38	38	1803	1839	820	1427	188	188	224	600
channel_471_read_57	57	2618	2616	5462	2122	228	268	266	762
channel_148_read_133	133	7170	6758	20	5778	477	915	503	1895
channel_148_read_132	132	2584	2482	16	2207	119	258	156	533
channel_226_read_141	141	3082	3099	6780	2517	241	324	341	906
channel_386_read_24	24	3148	3229	36	2746	170	232	313	715
channel_112_read_90	90	3807	3959	5990	3053	337	417	569	1323
channel_274_read_8	8	6383	6250	2728	5374	355	654	521	1530
channel_496_read_27	27	4712	4612	81	3970	264	478	378	1120
channel_472_read_252	252	1832	1795	4	1574	89	169	132	390
channel_421_read_57	57	380	409	11787	295	49	36	65	150
channel_253_read_28	28	7189	6893	94	5971	421	797	501	1719
channel_491_read_222	222	3827	3744	1198	3316	182	329	246	757
channel_491_read_224	224	5745	5467	3074	4923	258	564	286	1108
channel_365_read_21	21	1891	1890	2934	1553	146	192	191	529
channel_55_read_217	217	2271	2238	77	1939	127	205	172	504
channel_282_read_23	23	9020	8875	1661	7163	779	1078	933	2790
channel_195_read_243	243	3495	3439	13	2913	234	348	292	874
channel_309_read_97	97	7834	7649	7436	6264	533	1037	852	2422
channel_314_read_94	94	4868	4628	40	4207	181	480	240	901
channel_378_read_47	47	6245	6127	3659	5481	291	473	355	1119
channel_309_read_92	92	2410	2375	6831	1884	230	296	261	787
channel_445_read_203	203	94	90	17513	76	5	13	9	27
channel_35_read_135	135	5286	5096	510	4477	284	525	335	1144
channel_156_read_178	178	1766	1604	36	1296	163	307	145	615
channel_427_read_37	37	6098	5855	1777	4859	459	780	537	1776
channel_442_read_148	148	5636	5392	36	4735	284	617	373	1274
channel_231_read_90	90	344	420	5137	293	27	24	100	151
channel_156_read_71	71	3652	3896	1927	3101	286	265	509	1060
channel_361_read_51	51	37	38	8718	35	1	1	2	4
channel_47_read_128	128	5514	5236	49	4473	372	669	391	1432
channel_156_read_78	78	5209	5242	35	4524	247	438	471	1156
channel_85_read_87	87	4908	5054	10765	4050	408	450	596	1454
channel_47_read_124	124	417	418	3471	318	44	55	56	155
channel_47_read_122	122	2249	2257	2699	1762	220	267	275	762
channel_319_read_198	198	7121	6875	17	5926	413	782	536	1731
channel_356_read_109	109	255	230	11321	183	31	41	16	88
channel_398_read_138	138	5598	5459	4231	4637	357	604	465	1426
channel_319_read_204	204	879	859	49	767	31	81	61	173
channel_319_read_202	202	2469	2333	7	2110	92	267	131	490
channel_298_read_173	173	2990	2836	51	2513	151	326	172	649
channel_67_read_26	26	9429	9384	16	8137	487	805	760	2052
channel_426_read_170	170	9476	9255	33	8312	397	767	546	1710
channel_506_read_220	220	1084	1236	5816	905	104	75	227	406
channel_301_read_48	48	8217	8543	3034	6745	733	739	1065	2537
channel_270_read_179	179	4662	4556	47	3917	280	465	359	1104
channel_301_read_43	43	742	835	7061	593	77	72	165	314
channel_301_read_42	42	1635	1531	19	1355	91	189	85	365
channel_473_read_76	76	1983	1918	286	1504	182	297	232	711
channel_475_read_239	239	4123	4111	4421	3329	348	446	434	1228
channel_476_read_6	6	5562	5427	105	4633	332	597	462	1391
channel_274_read_205	205	8884	8493	16	7406	504	974	583	2061
channel_393_read_79	79	7548	7494	167	6192	533	823	769	2125
channel_183_read_205	205	7075	6879	55	6098	358	619	423	1400
channel_55_read_155	155	7880	7790	57	6465	595	820	730	2145
channel_359_read_80	80	2153	2094	2112	1760	159	234	175	568
channel_479_read_166	166	3551	3530	1134	3081	179	291	270	740
channel_282_read_39	39	631	602	1110	472	68	91	62	221
channel_416_read_103	103	8671	8695	121	7148	643	880	904	2427
channel_248_read_141	141	1117	1098	83	968	56	93	74	223
channel_183_read_147	147	1795	2071	3085	1436	205	154	430	789
channel_292_read_215	215	1596	1716	2334	1311	159	126	246	531
channel_183_read_141	141	5127	4755	1308	3910	456	761	389	1606
channel_315_read_19	19	9801	9386	15	8216	558	1027	612	2197
channel_464_read_205	205	827	934	9228	694	80	53	160	293
channel_46_read_111	111	4149	3936	70	3312	280	557	344	1181
channel_317_read_63	63	3077	3042	1029	2465	255	357	322	934
channel_195_read_137	137	877	825	761	664	76	137	85	298
channel_390_read_88	88	3763	3633	44	3113	243	407	277	927
channel_494_read_114	114	4151	3980	24	3598	147	406	235	788
channel_372_read_66	66	2989	3020	5909	2342	297	350	381	1028
channel_259_read_32	32	102	129	2306	91	6	5	32	43
channel_195_read_340	340	5753	5800	270	4928	326	499	546	1371
channel_372_read_63	63	2266	2197	1059	1913	134	219	150	503
channel_104_read_73	73	1967	1961	455	1740	92	135	129	356
channel_104_read_72	72	6157	6202	1475	4953	520	684	729	1933
channel_354_read_41	41	283	279	11079	222	20	41	37	98
channel_476_read_125	125	2580	2778	3687	2132	228	220	418	866
channel_495_read_71	71	4547	4367	45	3882	222	443	263	928
channel_473_read_63	63	4027	4069	2306	3079	419	529	571	1519
channel_311_read_5	5	495	489	16092	362	63	70	64	197
channel_290_read_53	53	229	267	4457	201	20	8	46	74
channel_373_read_1	1	9048	8998	9	7557	618	873	823	2314
channel_476_read_128	128	1355	1377	1389	1141	88	126	148	362
channel_469_read_156	156	1316	1312	12	1136	71	109	105	285
channel_477_read_66	66	5167	5174	5064	4239	407	521	528	1456
channel_394_read_118	118	4309	4381	5612	3566	323	420	492	1235
channel_158_read_52	52	2990	3162	5588	2335	334	321	493	1148
channel_506_read_129	129	10618	10144	4	8926	566	1126	652	2344
channel_204_read_2	2	261	271	14033	197	39	25	35	99
channel_230_read_113	113	2208	2391	4967	1834	164	210	393	767
channel_298_read_182	182	1083	1097	710	837	119	127	141	387
channel_270_read_52	52	5923	5836	84	4699	513	711	624	1848
channel_386_read_22	22	9789	9895	3887	8421	608	760	866	2234
channel_415_read_68	68	6119	5933	48	5143	337	639	453	1429
channel_195_read_349	349	3151	3167	160	2781	131	239	255	625
channel_301_read_156	156	2640	2599	58	2321	138	181	140	459
channel_54_read_99	99	3307	3115	31	2633	208	466	274	948
channel_301_read_154	154	2494	2385	14	2138	129	227	118	474
channel_138_read_186	186	1572	1539	9	1357	80	135	102	317
channel_223_read_24	24	7044	6692	2742	5578	506	960	608	2074
channel_270_read_176	176	7442	7250	25	6249	428	765	573	1766
channel_270_read_175	175	2835	2732	279	2224	233	378	275	886
channel_195_read_346	346	2364	2507	26	2074	142	148	291	581
channel_406_read_202	202	5856	5571	97	4808	352	696	411	1459
channel_287_read_187	187	1272	1436	555	1030	128	114	278	520
channel_419_read_105	105	8215	7959	76	7246	310	659	403	1372
channel_402_read_61	61	168	179	6413	138	20	10	21	51
channel_92_read_74	74	1159	1105	19955	878	116	165	111	392
channel_387_read_293	293	4953	4853	3	4015	363	575	475	1413
channel_404_read_33	33	4113	4107	217	3357	290	466	460	1216
channel_259_read_54	54	1099	1149	508	871	117	111	161	389
channel_290_read_38	38	1745	1751	4606	1306	195	244	250	689
channel_275_read_47	47	7219	7973	4332	6279	511	429	1183	2123
channel_489_read_246	246	7787	7549	8	6498	424	865	627	1916
channel_3_read_151	151	10702	10529	10	8932	652	1118	945	2715
channel_442_read_201	201	7032	6758	192	5895	384	753	479	1616
channel_442_read_206	206	2880	2917	7934	2444	187	249	286	722
channel_193_read_138	138	5019	4999	425	4088	395	536	516	1447
channel_218_read_159	159	1018	1007	1248	874	45	99	88	232
channel_141_read_36	36	2463	2517	4514	2001	207	255	309	771
channel_141_read_37	37	13695	13142	1313	11198	947	1550	997	3494
channel_432_read_199	199	692	668	1234	540	53	99	75	227
channel_476_read_202	202	3982	3779	98	3170	265	547	344	1156
channel_472_read_187	187	1554	1659	2107	1257	150	147	252	549
channel_160_read_105	105	3804	3935	6381	3045	375	384	515	1274
channel_19_read_103	103	99	118	7903	86	11	2	21	34
channel_472_read_181	181	3391	3541	7700	2706	343	342	492	1177
channel_491_read_185	185	8266	7817	601	6995	391	880	431	1702
channel_505_read_302	302	1171	1258	919	983	98	90	177	365
channel_319_read_92	92	2308	2400	152	1981	148	179	271	598
channel_154_read_104	104	7533	7440	24	6519	383	631	538	1552
channel_10_read_227	227	3266	3211	942	2730	200	336	281	817
channel_274_read_152	152	8328	8125	86	6804	583	941	738	2262
channel_39_read_171	171	414	474	1873	338	41	35	95	171
channel_217_read_293	293	114	120	5053	96	8	10	16	34
channel_140_read_1	1	2744	2768	371	2220	223	301	325	849
channel_498_read_97	97	1845	1722	34	1484	118	243	120	481
channel_471_read_143	143	8768	8350	5	7415	447	906	488	1841
channel_2_read_155	155	5334	5180	30	4585	234	515	361	1110
channel_287_read_266	266	46	49	3060	43	1	2	5	8
channel_268_read_109	109	189	200	2406	158	16	15	26	57
channel_503_read_159	159	7528	7730	89	6292	538	698	900	2136
channel_354_read_8	8	18127	18663	28	16206	863	1058	1594	3515
channel_166_read_89	89	5019	5414	127	4212	400	407	802	1609
channel_129_read_163	163	4180	4054	12	3535	211	434	308	953
channel_370_read_55	55	8654	8531	54	7066	636	952	829	2417
channel_506_read_93	93	7087	7523	1794	5926	577	584	1020	2181
channel_373_read_225	225	5860	5716	92	4874	344	642	498	1484
channel_330_read_265	265	2423	2443	6	2105	130	188	208	526
channel_354_read_2	2	1941	1943	40	1728	82	131	133	346
channel_509_read_69	69	7403	7047	18862	6056	481	866	510	1857
channel_285_read_140	140	5069	5164	2082	4286	334	449	544	1327
channel_359_read_97	97	3843	3709	3632	3139	258	446	312	1016
channel_130_read_136	136	3035	2955	34	2594	155	286	206	647
channel_441_read_6	6	11486	11292	1584	9571	806	1109	915	2830
channel_397_read_88	88	5549	5812	1510	4507	499	543	806	1848
channel_490_read_149	149	4183	4125	1	3459	289	435	377	1101
channel_282_read_65	65	1711	1598	148	1323	130	258	145	533
channel_397_read_85	85	1083	1174	1926	868	104	111	202	417
channel_267_read_107	107	727	869	1294	625	48	54	196	298
channel_267_read_104	104	7216	7943	165	6238	521	457	1184	2162
channel_277_read_19	19	5014	5001	4244	4109	398	507	494	1399
channel_374_read_92	92	64	59	7329	53	3	8	3	14
channel_476_read_196	196	3096	2841	66	2556	145	395	140	680
channel_441_read_31	31	3819	3692	4091	2999	352	468	341	1161
channel_409_read_128	128	5600	5515	376	4397	462	741	656	1859
channel_489_read_65	65	4036	3996	77	3421	239	376	336	951
channel_55_read_115	115	5502	5226	6	4612	279	611	335	1225
channel_55_read_117	117	4616	4410	3103	3814	310	492	286	1088
channel_19_read_74	74	4917	4915	2877	3997	398	522	520	1440
channel_415_read_94	94	10172	9725	58	8596	511	1065	618	2194
channel_158_read_85	85	6106	6218	8034	5074	428	604	716	1748
channel_50_read_119	119	2583	2499	196	2081	171	331	247	749
channel_85_read_36	36	156	151	5318	119	15	22	17	54
channel_287_read_230	230	7337	6838	19	6057	367	913	414	1694
channel_287_read_231	231	8786	8406	41	7496	391	899	519	1809
channel_419_read_83	83	3794	3546	30	3034	259	501	253	1013
channel_319_read_242	242	5316	5303	300	4502	321	493	480	1294
channel_370_read_129	129	6682	6526	1806	5551	459	672	516	1647
channel_63_read_221	221	891	957	5356	715	95	81	147	323
channel_319_read_247	247	4148	4036	5001	3518	213	417	305	935
channel_210_read_137	137	1954	1973	5862	1584	162	208	227	597
channel_263_read_84	84	4214	3959	35	3612	153	449	194	796
channel_85_read_46	46	12979	12637	13	10769	842	1368	1026	3236
channel_393_read_45	45	161	183	1355	137	13	11	33	57
channel_206_read_57	57	7846	7946	60	6542	541	763	863	2167
channel_319_read_146	146	3147	2960	20	2588	198	361	174	733
channel_50_read_184	184	2125	2022	1422	1691	149	285	182	616
channel_463_read_70	70	264	308	12981	220	19	25	69	113
channel_42_read_159	159	3582	3531	137	2907	285	390	339	1014
channel_42_read_250	250	3277	3470	76	2855	205	217	410	832
channel_35_read_161	161	8255	8242	143	7048	486	721	708	1915
channel_42_read_256	256	4301	4195	7	3716	212	373	267	852
channel_92_read_97	97	2171	2181	300	1823	147	201	211	559
channel_427_read_65	65	2281	2231	2920	1938	127	216	166	509
channel_400_read_23	23	241	256	15148	189	22	30	45	97
channel_137_read_106	106	7675	7360	40	6521	379	775	460	1614
channel_400_read_252	252	5382	5206	24	4553	287	542	366	1195
channel_461_read_187	187	283	273	2183	214	29	40	30	99
channel_406_read_46	46	7726	7401	16	6466	415	845	520	1780
channel_480_read_136	136	1050	975	12597	767	102	181	106	389
channel_442_read_28	28	40	47	9273	39	1	0	7	8
channel_498_read_114	114	2489	2407	120	1995	187	307	225	719
channel_470_read_281	281	150	163	7469	124	11	15	28	54
channel_505_read_353	353	7270	7211	16	6298	371	601	542	1514
channel_382_read_133	133	1296	1333	101	1033	116	147	184	447
channel_353_read_67	67	1461	1513	2708	1234	105	122	174	401
channel_183_read_101	101	3506	3773	7048	2831	350	325	592	1267
channel_505_read_296	296	4815	4597	25	4133	229	453	235	917
channel_311_read_97	97	2894	2997	7978	2267	281	346	449	1076
channel_311_read_95	95	2951	3029	2705	2357	268	326	404	998
channel_89_read_53	53	381	424	6306	309	28	44	87	159
channel_317_read_24	24	8010	8327	88	6997	466	547	864	1877
channel_309_read_174	174	6235	6012	7	5150	388	697	474	1559
channel_496_read_10	10	5651	5488	59	4691	383	577	414	1374
channel_146_read_36	36	3013	2866	62	2573	140	300	153	593
channel_319_read_243	243	8928	8705	38	7382	550	996	773	2319
channel_143_read_77	77	1995	2025	1318	1741	110	144	174	428
channel_502_read_55	55	3496	3209	2003	2695	257	544	257	1058
channel_466_read_44	44	3069	2957	12	2570	150	349	237	736
channel_259_read_72	72	941	963	1399	768	80	93	115	288
channel_290_read_83	83	4428	4332	251	3651	325	452	356	1133
channel_174_read_151	151	5556	5403	29	4822	229	505	352	1086
channel_174_read_152	152	4800	4659	898	4071	262	467	326	1055
channel_143_read_75	75	6992	6620	3168	5780	419	793	421	1633
channel_404_read_16	16	60	61	6971	53	2	5	6	13
channel_154_read_113	113	1618	1535	1674	1318	101	199	116	416
channel_46_read_99	99	2064	2028	3784	1610	208	246	210	664
channel_274_read_232	232	2683	2474	2080	2132	162	389	180	731
channel_285_read_56	56	3766	3943	2179	3133	316	317	494	1127
channel_387_read_124	124	1879	1880	4030	1452	183	244	245	672
channel_92_read_104	104	13612	12814	1837	11119	836	1657	859	3352
channel_316_read_170	170	1756	1852	82	1570	85	101	197	383
channel_290_read_15	15	217	214	11107	165	17	35	32	84
channel_46_read_201	201	3095	3015	73	2558	190	347	267	804
channel_248_read_67	67	3688	3519	72	3027	215	446	277	938
channel_306_read_91	91	467	554	9925	381	59	27	114	200
channel_479_read_60	60	288	313	12533	226	32	30	55	117
channel_394_read_235	235	6371	6175	37	5641	215	515	319	1049
channel_292_read_265	265	1063	1022	44	897	52	114	73	239
channel_18_read_120	120	1260	1317	1784	1007	112	141	198	451
channel_34_read_235	235	74	84	5889	64	9	1	11	21
channel_135_read_34	34	3278	3447	5300	2681	300	297	466	1063
channel_480_read_215	215	4029	3907	152	3289	284	456	334	1074
channel_394_read_234	234	5450	5316	46	4632	300	518	384	1202
channel_370_read_86	86	369	394	656	298	40	31	56	127
channel_46_read_140	140	3040	3226	1664	2501	255	284	470	1009
channel_473_read_192	192	3303	3284	61	2745	217	341	322	880
channel_472_read_232	232	1423	1632	568	1207	144	72	281	497
channel_4_read_9	9	3770	4033	4392	3126	337	307	570	1214
channel_195_read_262	262	3817	3855	29	3421	147	249	287	683
channel_195_read_148	148	3286	3348	1249	2618	276	392	454	1122
channel_195_read_260	260	3483	3441	52	3076	136	271	229	636
channel_143_read_7	7	5062	5033	6685	4117	392	553	524	1469
channel_473_read_198	198	4966	4907	22	4090	356	520	461	1337
channel_505_read_313	313	5837	5520	72	4901	322	614	297	1233
channel_270_read_131	131	4165	4072	24	3500	273	392	299	964
channel_294_read_107	107	1827	1790	24	1608	83	136	99	318
channel_201_read_15	15	2444	2642	4371	1965	230	249	447	926
channel_10_read_56	56	5149	5147	317	4265	382	502	500	1384
channel_314_read_228	228	1499	1526	1257	1282	94	123	150	367
channel_314_read_229	229	686	710	822	546	66	74	98	238
channel_386_read_85	85	847	901	2271	673	65	109	163	337
channel_418_read_52	52	4849	4868	2063	4000	369	480	499	1348
channel_314_read_223	223	1133	1132	164	940	79	114	113	306
channel_482_read_126	126	5114	5024	3204	4132	370	612	522	1504
channel_201_read_243	243	5372	5289	284	4528	308	536	453	1297
channel_160_read_80	80	11198	10813	8	9436	602	1160	775	2537
channel_201_read_246	246	7765	7643	1	6647	416	702	580	1698
channel_226_read_58	58	5043	5200	4140	4027	460	556	713	1729
channel_300_read_86	86	3358	3235	13	2871	171	316	193	680
channel_499_read_42	42	2225	2203	2028	1745	202	278	256	736
channel_467_read_107	107	8420	8075	56	7371	315	734	389	1438
channel_330_read_259	259	121	117	6465	93	13	15	11	39
channel_193_read_116	116	2108	2031	123	1689	153	266	189	608
channel_287_read_213	213	843	867	834	716	63	64	88	215
channel_481_read_53	53	569	700	2961	474	60	35	166	261
channel_139_read_164	164	8733	8232	4	7339	382	1012	511	1905
channel_316_read_64	64	3295	3095	11	2805	141	349	149	639
channel_3_read_110	110	2057	2009	558	1571	195	291	243	729
channel_374_read_0	0	1126	1117	12	958	70	98	89	257
channel_217_read_297	297	6943	6860	12	5962	379	602	519	1500
channel_10_read_226	226	3582	3530	32	2990	246	346	294	886
channel_3_read_118	118	2237	2231	2530	1797	195	245	239	679
channel_472_read_32	32	1767	1669	1695	1480	89	198	100	387
channel_472_read_30	30	5297	5166	86	4456	287	554	423	1264
channel_130_read_172	172	2441	2527	2406	1958	257	226	312	795
channel_174_read_202	202	7033	6999	58	6026	402	605	571	1578
channel_499_read_38	38	4127	4192	637	3283	377	467	532	1376
channel_321_read_45	45	7175	6979	6763	6213	349	613	417	1379
channel_373_read_216	216	6274	6033	1668	5100	429	745	504	1678
channel_382_read_154	154	6584	6405	24	5480	423	681	502	1606
channel_497_read_71	71	3199	3030	127	2569	231	399	230	860
channel_431_read_27	27	208	201	9019	162	13	33	26	72
channel_268_read_149	149	5765	5570	5691	4506	460	799	604	1863
channel_503_read_199	199	657	667	86	566	38	53	63	154
channel_482_read_14	14	8093	7962	2132	6897	468	728	597	1793
channel_34_read_160	160	424	399	6457	307	55	62	37	154
channel_85_read_75	75	2115	2067	17747	1589	205	321	273	799
channel_483_read_4	4	7721	7519	110	6505	452	764	562	1778
channel_479_read_163	163	1659	1579	1321	1396	93	170	90	353
channel_481_read_2	2	3300	3217	22	2824	177	299	216	692
channel_406_read_99	99	6309	6118	70	5096	462	751	560	1773
channel_475_read_76	76	1534	1551	1227	1201	144	189	206	539
channel_503_read_195	195	1229	1611	296	1116	74	39	421	534
channel_354_read_149	149	1808	1776	1394	1475	120	213	181	514
channel_18_read_69	69	3822	3803	143	3259	232	331	312	875
channel_327_read_129	129	1763	1642	3429	1320	143	300	179	622
channel_283_read_102	102	4092	4303	77	3377	345	370	581	1296
channel_195_read_110	110	5357	5051	124	4292	349	716	410	1475
channel_419_read_149	149	3990	3933	70	3515	179	296	239	714
channel_50_read_205	205	50	53	11352	47	3	0	3	6
channel_217_read_242	242	9344	9100	511	7713	598	1033	789	2420
channel_466_read_65	65	3382	3228	14	2716	245	421	267	933
channel_18_read_62	62	4841	4656	11	3908	378	555	370	1303
channel_510_read_116	116	11933	11932	50	10615	502	816	815	2133
channel_230_read_152	152	1037	1236	4568	877	81	79	278	438
channel_403_read_267	267	1083	1023	41	896	50	137	77	264
channel_330_read_143	143	14261	13622	187	11633	936	1692	1053	3681
channel_35_read_118	118	8024	7680	26	6743	432	849	505	1786
