query	read_type	read_len	align_len	unalign_len	matches	mismatches	insertions	deletions	tot_errors
channel_461_read_215	215	4577	4461	25	3705	501	371	255	1127
channel_461_read_213	213	3595	3455	140	2472	728	395	255	1378
channel_351_read_17	17	5803	5515	13	4532	730	541	253	1524
channel_90_read_39	39	4059	4070	33	3476	355	228	239	822
channel_143_read_127	127	6538	6657	44	5100	945	493	612	2050
channel_35_read_175	175	2082	1963	44	1390	421	271	152	844
channel_308_read_122	122	2566	2899	48	2163	309	94	427	830
channel_143_read_124	124	2019	2044	47	1497	334	188	213	735
channel_308_read_124	124	4398	5112	79	3751	531	116	830	1477
channel_308_read_125	125	4966	5868	229	3857	904	205	1107	2216
channel_143_read_121	121	9516	10851	293	6798	2226	492	1827	4545
channel_359_read_40	40	7307	7366	27	5955	863	489	548	1900
channel_451_read_139	139	3837	3969	76	2981	596	260	392	1248
channel_359_read_42	42	9198	8902	26	7451	978	769	473	2220
channel_358_read_135	135	2524	2760	6826	1697	689	138	374	1201
channel_359_read_44	44	12784	12504	24	10314	1397	1073	793	3263
channel_359_read_45	45	8738	8571	10	6991	1047	700	533	2280
channel_359_read_46	46	6460	6466	34	5285	733	442	448	1623
channel_386_read_27	27	10393	9943	5493	6678	2356	1359	909	4624
channel_359_read_48	48	15385	15546	361	11912	2277	1196	1357	4830
channel_451_read_131	131	10572	10502	7	7938	1758	876	806	3440
channel_451_read_133	133	9509	9564	6	7304	1564	641	696	2901
channel_451_read_134	134	6563	6977	97	5067	1127	369	783	2279
channel_386_read_24	24	3155	3236	29	2687	321	147	228	696
channel_451_read_137	137	6302	5959	48	4983	685	634	291	1610
channel_319_read_179	179	4058	3916	203	2771	860	427	285	1572
channel_319_read_178	178	1777	1868	163	1289	350	138	229	717
channel_374_read_30	30	9012	9089	50	7388	1066	558	635	2259
channel_298_read_183	183	6181	6220	79	4836	930	415	454	1799
channel_374_read_36	36	1729	1615	9	1144	353	232	118	703
channel_374_read_37	37	3521	3497	34	2812	465	244	220	929
channel_374_read_35	35	3495	3402	18	2869	360	266	173	799
channel_319_read_171	171	4448	4196	352	2790	1092	566	314	1972
channel_386_read_22	22	13028	13163	648	10816	1493	719	854	3066
channel_319_read_173	173	2149	2128	1136	1511	393	245	224	862
channel_390_read_49	49	3465	3823	49	2620	698	147	505	1350
channel_319_read_174	174	4772	4497	61	3179	1000	593	318	1911
channel_319_read_177	177	6025	6344	35	4931	808	286	605	1699
channel_442_read_60	60	2014	1961	46	1624	234	156	103	493
channel_183_read_47	47	15211	14670	149	12402	1601	1208	667	3476
channel_92_read_87	87	2332	2557	187	1679	544	109	334	987
channel_239_read_21	21	747	858	10440	536	175	36	147	358
channel_442_read_63	63	2936	2874	11	2391	315	230	168	713
channel_301_read_36	36	7549	7462	57	5782	1130	637	550	2317
channel_301_read_37	37	4170	3933	4808	2759	831	580	343	1754
channel_298_read_187	187	7162	7309	9	5851	905	406	553	1864
channel_301_read_33	33	2063	2066	10	1703	214	146	149	509
channel_301_read_30	30	1403	1389	34	1097	179	127	113	419
channel_137_read_50	50	8523	8451	42	6732	1148	643	571	2362
channel_301_read_152	152	7455	7404	11	5631	1203	621	570	2394
channel_306_read_25	25	11564	11197	61	9654	1094	816	449	2359
channel_440_read_109	109	1348	1338	14	1070	173	105	95	373
channel_440_read_108	108	6556	6530	29	4846	1151	559	533	2243
channel_440_read_107	107	7358	7359	321	5559	1180	619	620	2419
channel_440_read_106	106	11189	11319	166	8233	2049	907	1037	3993
channel_440_read_103	103	12787	13099	344	9686	2116	985	1297	4398
channel_406_read_159	159	1371	1318	282	937	279	155	102	536
channel_431_read_32	32	17356	17667	0	13587	2614	1155	1466	5235
channel_406_read_150	150	1996	1987	97	1363	449	184	175	808
channel_475_read_32	32	8064	7947	20	6735	791	538	421	1750
channel_406_read_157	157	9916	10085	223	7397	1748	771	940	3459
channel_275_read_92	92	2105	2112	24	1709	257	139	146	542
channel_50_read_141	141	3529	3739	85	2518	735	276	486	1497
channel_50_read_140	140	7580	7792	30	5964	1111	505	717	2333
channel_50_read_143	143	7911	7641	79	5879	1195	837	567	2599
channel_50_read_142	142	4717	4636	13	3672	631	414	333	1378
channel_50_read_145	145	3832	3733	306	2511	886	435	336	1657
channel_270_read_179	179	4662	4556	47	3842	453	367	261	1081
channel_50_read_146	146	3622	3723	501	2650	648	324	425	1397
channel_50_read_148	148	6093	6055	104	4830	752	511	473	1736
channel_306_read_91	91	9682	11674	710	7155	2181	346	2338	4865
channel_476_read_150	150	12969	13486	11	10052	2087	830	1347	4264
channel_476_read_153	153	1860	1982	279	1353	394	113	235	742
channel_476_read_155	155	5922	6160	122	4344	1136	442	680	2258
channel_476_read_154	154	7343	7692	65	5689	1227	427	776	2430
channel_476_read_156	156	5231	5649	1519	3580	1322	329	747	2398
channel_476_read_159	159	2807	2513	112	2048	381	378	84	843
channel_475_read_33	33	2335	2398	134	1851	327	157	220	704
channel_497_read_19	19	9723	9823	41	8058	1062	603	703	2368
channel_89_read_49	49	1356	1494	272	1010	286	60	198	544
channel_476_read_39	39	2105	1944	22	1547	303	255	94	652
channel_89_read_45	45	11682	11368	12	8345	2149	1188	874	4211
channel_89_read_44	44	9450	10361	107	7099	1805	546	1457	3808
channel_497_read_10	10	7169	7264	66	5950	779	440	535	1754
channel_497_read_11	11	13530	13763	6	11281	1488	761	994	3243
channel_497_read_16	16	8893	8886	14	6996	1212	685	678	2575
channel_497_read_17	17	4854	4744	333	3660	733	461	351	1545
channel_476_read_31	31	4046	4068	56	3417	371	258	280	909
channel_497_read_15	15	2079	2109	189	1589	300	190	220	710
channel_176_read_87	87	7430	7197	84	5758	1029	643	410	2082
channel_130_read_22	22	10043	10128	0	8296	1173	574	659	2406
channel_130_read_20	20	14048	14660	1201	11413	1891	744	1356	3991
channel_130_read_27	27	10993	11734	23	8479	1908	606	1347	3861
channel_248_read_7	7	6113	6452	5	4600	1156	357	696	2209
channel_201_read_298	298	5535	5461	248	4626	516	393	319	1228
channel_201_read_292	292	2124	2177	78	1684	283	157	210	650
channel_201_read_290	290	826	814	52	630	133	63	51	247
channel_201_read_295	295	3465	3492	267	2670	504	291	318	1113
channel_298_read_189	189	1895	1918	31	1591	182	122	145	449
channel_442_read_69	69	9902	10249	45	7983	1375	544	891	2810
channel_442_read_68	68	5444	5464	100	3909	1066	469	489	2024
channel_386_read_28	28	8813	8570	1179	5613	2237	963	720	3920
channel_442_read_64	64	10495	10422	32	8730	1042	723	650	2415
channel_298_read_182	182	1694	1746	99	1225	350	119	171	640
channel_442_read_66	66	14463	14446	165	11890	1586	987	970	3543
channel_298_read_184	184	7227	7335	58	6039	801	387	495	1683
channel_386_read_23	23	9231	9859	61	7533	1280	418	1046	2744
channel_386_read_20	20	7399	7393	27	6244	719	436	430	1585
channel_386_read_21	21	11544	11521	13	8833	1818	893	870	3581
channel_359_read_100	100	3395	3440	101	2696	453	246	291	990
channel_64_read_5	5	6924	7945	816	4846	1779	299	1320	3398
channel_359_read_102	102	1760	1776	95	1241	368	151	167	686
channel_301_read_156	156	2675	2633	23	2312	216	147	105	468
channel_359_read_105	105	9590	9240	129	6121	2334	1135	785	4254
channel_301_read_154	154	2497	2388	11	2115	186	196	87	469
channel_301_read_155	155	12808	12976	115	10233	1704	871	1039	3614
channel_359_read_108	108	7154	7243	54	5910	768	476	565	1809
channel_270_read_176	176	7442	7250	25	6122	722	598	406	1726
channel_270_read_175	175	2888	2779	226	2184	426	278	169	873
channel_301_read_159	159	6991	6733	37	5867	588	536	278	1402
channel_270_read_173	173	4050	3812	14	3030	568	452	214	1234
channel_270_read_172	172	8003	8750	14	6535	1072	396	1143	2611
channel_270_read_171	171	3179	3231	27	2464	484	231	283	998
channel_441_read_29	29	3605	3731	685	2837	523	245	371	1139
channel_2_read_27	27	2672	3061	5878	1856	695	121	510	1326
channel_248_read_5	5	5511	5643	135	4006	1112	393	525	2030
channel_34_read_110	110	12488	12953	59	9236	2333	919	1384	4636
channel_34_read_116	116	2441	2384	4	1842	394	205	148	747
channel_34_read_113	113	1788	1882	85	1303	360	125	219	704
channel_463_read_38	38	7701	7874	6419	6253	953	495	668	2116
channel_283_read_139	139	1925	2108	218	1493	325	107	290	722
channel_316_read_23	23	11605	11072	21	9322	1268	1015	482	2765
channel_283_read_134	134	6907	8174	1495	5003	1638	266	1533	3437
channel_463_read_33	33	9368	9600	27	7402	1363	603	835	2801
channel_463_read_32	32	13792	14204	10	11108	1829	855	1267	3951
channel_463_read_35	35	7348	7558	39	5994	904	450	660	2014
channel_463_read_34	34	10101	10278	16	7998	1407	696	873	2976
channel_283_read_132	132	1959	2005	61	1577	242	140	186	568
channel_354_read_198	198	4815	4101	5114	3233	710	872	158	1740
channel_354_read_199	199	7320	7491	30	5845	986	489	660	2135
channel_330_read_11	11	12851	12753	50	9643	2162	1046	948	4156
channel_209_read_15	15	8452	8997	103	5547	2251	654	1199	4104
channel_209_read_14	14	7948	8529	202	6260	1223	465	1046	2734
channel_354_read_196	196	8079	8116	18	6229	1255	595	632	2482
channel_431_read_37	37	998	1018	110	758	167	73	93	333
channel_431_read_30	30	7291	6968	26	5813	818	660	337	1815
channel_441_read_20	20	9398	9286	6	7205	1438	755	643	2836
channel_209_read_13	13	10392	10934	39	8087	1709	596	1138	3443
channel_431_read_33	33	4914	4853	49	3957	586	371	310	1267
channel_441_read_21	21	5141	5404	418	3698	1089	354	617	2060
channel_316_read_24	24	11315	12009	97	8246	2291	778	1472	4541
channel_475_read_71	71	3209	3167	109	2176	725	308	266	1299
channel_275_read_106	106	2637	2650	28	2057	387	193	206	786
channel_445_read_69	69	11271	11025	98	9380	1088	803	557	2448
channel_418_read_6	6	2201	2210	4	1813	232	156	165	553
channel_464_read_118	118	1311	1321	103	906	293	112	122	527
channel_464_read_116	116	11665	12038	73	9043	1862	760	1133	3755
channel_464_read_117	117	7298	7084	99	5389	1213	696	482	2391
channel_192_read_14	14	2119	2254	20	1679	335	105	240	680
channel_192_read_15	15	2749	2952	17	2217	418	114	317	849
channel_192_read_12	12	6432	6717	297	4742	1234	456	741	2431
channel_445_read_67	67	7170	7877	65	5677	1112	381	1088	2581
channel_464_read_110	110	10633	10820	62	8631	1371	631	818	2820
channel_445_read_65	65	6342	6683	558	4956	977	409	750	2136
channel_69_read_39	39	10670	10266	18	8694	1071	905	501	2477
channel_472_read_292	292	2932	3044	33	2305	435	192	304	931
channel_69_read_33	33	6926	7126	28	5687	824	415	615	1854
channel_69_read_30	30	7837	8068	41	6517	889	431	662	1982
channel_69_read_31	31	3293	2652	2393	2045	525	723	82	1330
channel_54_read_103	103	6775	7271	5163	5065	1258	452	948	2658
channel_69_read_34	34	10936	10895	13	8871	1274	791	750	2815
channel_472_read_295	295	2092	2184	52	1535	416	141	233	790
channel_309_read_236	236	7171	7475	190	5544	1136	491	795	2422
channel_470_read_274	274	2407	2879	3211	1719	616	72	544	1232
channel_309_read_234	234	3056	3009	85	2302	496	258	211	965
channel_309_read_231	231	1873	1963	3427	1310	415	148	238	801
channel_309_read_230	230	1738	1708	594	1319	261	158	128	547
channel_479_read_10	10	6617	6968	1240	4281	1796	540	891	3227
channel_283_read_136	136	7072	7128	8	5942	739	391	447	1577
channel_323_read_63	63	984	942	91	687	197	100	58	355
channel_39_read_248	248	4492	4631	17	3455	728	309	448	1485
channel_316_read_28	28	165	201	5120	134	27	4	40	71
channel_292_read_28	28	11509	12637	49	9515	1493	501	1629	3623
channel_292_read_29	29	9716	9543	25	7933	1068	715	542	2325
channel_419_read_83	83	3794	3546	30	2959	416	419	171	1006
channel_292_read_25	25	6879	6840	42	5726	687	466	427	1580
channel_419_read_81	81	6108	6152	254	4628	990	490	534	2014
channel_292_read_27	27	11257	10833	42	9138	1209	910	486	2605
channel_419_read_87	87	8163	8750	143	6643	1114	406	993	2513
channel_292_read_21	21	2376	2337	64	1939	247	190	151	588
channel_419_read_85	85	2185	1960	68	1549	318	318	93	729
channel_419_read_84	84	4929	4884	2	4046	541	342	297	1180
channel_141_read_40	40	11437	11521	12	9519	1233	685	769	2687
channel_445_read_106	106	10089	10994	139	7452	2077	560	1465	4102
channel_483_read_100	100	4644	4911	23	3559	815	270	537	1622
channel_483_read_101	101	10041	10807	194	7856	1648	537	1303	3488
channel_211_read_135	135	3058	3033	90	2329	461	268	243	972
channel_483_read_104	104	2718	2638	46	2126	325	267	187	779
channel_509_read_66	66	9308	9642	56	7065	1590	653	987	3230
channel_445_read_272	272	6096	6054	22	5212	507	377	335	1219
channel_398_read_21	21	2178	2232	686	1421	583	174	228	985
channel_445_read_276	276	2304	2585	8	1856	330	118	399	847
channel_39_read_241	241	3579	3758	56	2768	610	201	380	1191
channel_309_read_153	153	3225	3113	109	2612	352	261	149	762
channel_309_read_151	151	10118	10357	45	8107	1396	615	854	2865
channel_309_read_157	157	6806	6891	18	5367	962	477	562	2001
channel_309_read_155	155	7888	7834	35	6071	1208	609	555	2372
channel_218_read_180	180	7974	8484	15	6002	1505	467	977	2949
channel_277_read_70	70	8003	8299	48	6804	754	445	741	1940
channel_218_read_182	182	4166	4354	41	2984	901	281	469	1651
channel_218_read_183	183	2755	3044	351	2058	554	143	432	1129
channel_218_read_184	184	9753	10499	87	7573	1682	498	1244	3424
channel_46_read_180	180	5281	4860	2612	3537	1005	739	318	2062
channel_277_read_71	71	10047	10118	25	8377	1037	633	704	2374
channel_218_read_188	188	12329	12658	163	9666	1894	769	1098	3761
channel_154_read_155	155	2219	2236	213	1672	388	159	176	723
channel_464_read_239	239	5675	5824	257	3673	1498	504	653	2655
channel_431_read_35	35	6991	6986	46	5746	798	447	442	1687
channel_502_read_55	55	5467	4985	32	3936	819	712	230	1761
channel_259_read_75	75	577	775	8294	475	93	9	207	309
channel_259_read_76	76	1572	1920	3014	1168	347	57	405	809
channel_502_read_50	50	13910	13559	358	9047	3294	1569	1218	6081
channel_502_read_53	53	2800	2573	329	1812	610	378	151	1139
channel_67_read_35	35	2295	2302	30	1700	408	187	194	789
channel_462_read_18	18	9596	9994	10	7614	1457	525	923	2905
channel_209_read_11	11	2429	2473	5448	1541	648	240	284	1172
channel_154_read_151	151	4729	5420	133	3838	713	178	869	1760
channel_476_read_67	67	14904	14849	23	12055	1781	1068	1013	3862
channel_209_read_10	10	1540	1736	160	1119	350	71	267	688
channel_104_read_85	85	4489	4594	20	3656	546	287	392	1225
channel_174_read_18	18	6350	6497	17	5033	925	392	539	1856
channel_104_read_87	87	5784	6011	5477	4766	689	329	556	1574
channel_104_read_80	80	5354	5337	87	3706	1152	496	479	2127
channel_18_read_121	121	6299	5970	17	4841	813	645	316	1774
channel_50_read_74	74	9376	9646	43	7553	1270	553	823	2646
channel_487_read_19	19	10164	10156	13	8297	1174	693	685	2552
channel_174_read_10	10	11880	12143	28	9290	1780	810	1073	3663
channel_354_read_193	193	11654	11985	74	9247	1645	762	1093	3500
channel_104_read_88	88	8135	7766	20	6849	621	665	296	1582
channel_487_read_73	73	4066	4097	49	3341	459	266	297	1022
channel_341_read_28	28	11971	12580	23	9579	1718	674	1283	3675
channel_398_read_194	194	2042	1879	199	1312	426	304	141	871
channel_192_read_102	102	3704	4083	3400	2496	991	217	596	1804
channel_317_read_93	93	7101	7194	28	5668	977	456	549	1982
channel_317_read_92	92	11272	11626	96	8721	1877	674	1028	3579
channel_192_read_107	107	6893	7015	863	5054	1309	530	652	2491
channel_192_read_105	105	8491	9335	821	6350	1593	548	1392	3533
channel_398_read_193	193	2161	2061	571	1446	451	264	164	879
channel_448_read_30	30	1595	2129	3626	1285	269	41	575	885
channel_317_read_98	98	3484	3629	60	2596	653	235	380	1268
channel_192_read_109	109	7718	7654	60	6199	920	599	535	2054
channel_448_read_34	34	5970	6719	28	4962	787	221	970	1978
channel_398_read_199	199	1270	1258	36	987	170	113	101	384
channel_448_read_36	36	2581	3510	4533	2180	365	36	965	1366
channel_448_read_37	37	9284	12051	50	7992	1156	136	2903	4195
channel_507_read_138	138	2611	2670	66	2003	415	193	252	860
channel_176_read_28	28	6293	6546	416	5013	916	364	617	1897
channel_507_read_130	130	8378	8368	60	6528	1196	654	644	2494
channel_507_read_131	131	2740	2805	73	2193	382	165	230	777
channel_176_read_23	23	10294	10399	18	7787	1663	844	949	3456
channel_176_read_22	22	9723	10033	82	7329	1686	708	1018	3412
channel_10_read_36	36	13839	13768	63	11316	1538	985	914	3437
channel_10_read_37	37	10069	9587	15	7840	1223	1006	524	2753
channel_10_read_34	34	11283	10714	25	9017	1240	1026	457	2723
channel_10_read_35	35	2255	2470	556	1618	509	128	343	980
channel_193_read_119	119	6740	7006	30	5381	979	380	646	2005
channel_193_read_118	118	5258	5593	68	4091	885	282	617	1784
channel_92_read_80	80	3047	3081	76	2181	618	248	282	1148
channel_487_read_11	11	8274	8375	225	6948	877	449	550	1876
channel_293_read_30	30	6867	6853	4	5712	684	471	457	1612
channel_193_read_115	115	5810	6064	28	4407	1032	371	625	2028
channel_193_read_114	114	431	423	1001	311	73	47	39	159
channel_10_read_229	229	3566	3813	48	2833	552	181	428	1161
channel_507_read_153	153	4781	4463	5	3822	477	482	164	1123
channel_92_read_88	88	2022	2222	261	1442	469	111	311	891
channel_39_read_5	5	8053	8023	61	6397	1096	560	530	2186
channel_39_read_4	4	7346	7595	36	5831	1050	465	714	2229
channel_10_read_220	220	8575	9061	55	6921	1233	421	907	2561
channel_39_read_9	9	14363	14902	98	11435	2046	882	1421	4349
channel_39_read_8	8	10139	10651	65	8215	1415	509	1021	2945
channel_10_read_225	225	4166	4262	81	3068	788	310	406	1504
channel_10_read_226	226	3582	3530	32	2929	384	269	217	870
channel_35_read_112	112	11509	12025	65	9099	1814	596	1112	3522
channel_364_read_66	66	4233	4259	168	3373	551	309	335	1195
channel_364_read_67	67	12985	14004	211	10411	1893	681	1700	4274
channel_364_read_64	64	4016	4179	141	3148	596	272	435	1303
channel_211_read_111	111	3626	3783	52	2835	592	199	356	1147
channel_293_read_34	34	5699	5866	25	4680	707	312	479	1498
channel_346_read_101	101	6715	6819	21	5410	856	449	553	1858
channel_480_read_229	229	12263	12426	17	10112	1446	705	868	3019
channel_478_read_39	39	6032	6002	15	4841	749	442	412	1603
channel_480_read_225	225	2266	2723	51	1819	373	74	531	978
channel_480_read_222	222	1636	1503	87	1118	283	235	102	620
channel_480_read_223	223	3109	3229	17	2506	435	168	288	891
channel_480_read_220	220	2480	2420	17	1964	341	175	115	631
channel_364_read_69	69	11902	12736	34	9425	1771	706	1540	4017
channel_92_read_23	23	5490	6471	183	3962	1314	214	1195	2723
channel_283_read_37	37	3893	4241	5	3243	526	124	472	1122
channel_283_read_30	30	15127	15469	9	12329	1836	962	1304	4102
channel_266_read_4	4	5613	5627	1	4505	749	359	373	1481
channel_283_read_32	32	8821	9035	49	7190	1060	571	785	2416
channel_464_read_146	146	3463	3302	181	2515	593	355	194	1142
channel_266_read_8	8	3001	3188	23	2464	396	141	328	865
channel_400_read_207	207	2457	2458	60	1902	383	172	173	728
channel_283_read_39	39	5948	6237	5	4457	1111	380	669	2160
channel_415_read_4	4	6499	6791	34	4822	1242	435	727	2404
channel_415_read_5	5	14157	14676	10	11310	2008	839	1358	4205
channel_415_read_2	2	8377	8488	61	6684	1176	517	628	2321
channel_415_read_1	1	6620	6948	34	5299	974	347	675	1996
channel_38_read_62	62	11356	11395	100	9212	1434	710	749	2893
channel_34_read_65	65	5825	5620	145	4573	717	535	330	1582
channel_391_read_108	108	8607	8535	17	7168	838	601	529	1968
channel_391_read_109	109	2450	2493	498	1972	351	127	170	648
channel_266_read_105	105	8813	8834	785	6706	1396	711	732	2839
channel_150_read_95	95	11056	11736	89	8933	1566	557	1237	3360
channel_150_read_96	96	2458	2526	31	2047	280	131	199	610
channel_150_read_97	97	10074	10197	32	7947	1445	682	805	2932
channel_266_read_100	100	3508	3472	11	2694	560	254	218	1032
channel_266_read_103	103	1619	1716	19	1311	228	80	177	485
channel_391_read_103	103	6214	5993	53	4631	969	614	393	1976
channel_275_read_141	141	8190	8738	42	6169	1521	500	1048	3069
channel_406_read_23	23	11542	11762	59	9553	1286	703	923	2912
channel_406_read_25	25	8812	8911	67	7217	1035	560	659	2254
channel_192_read_18	18	17265	17940	16	13841	2435	989	1664	5088
channel_406_read_27	27	9717	9303	4114	6599	1931	1187	773	3891
channel_275_read_140	140	1933	1798	147	1417	292	224	89	605
channel_406_read_29	29	10299	9980	43	8128	1287	884	565	2736
channel_406_read_28	28	7615	7690	1	6129	936	550	625	2111
channel_396_read_124	124	8498	8443	30	6730	1098	670	615	2383
channel_292_read_48	48	13013	13212	12	11349	974	690	889	2553
channel_53_read_52	52	5757	5875	131	4176	1101	480	598	2179
channel_316_read_186	186	8875	9632	94	6729	1636	510	1267	3413
channel_53_read_57	57	7645	7954	96	6229	977	439	748	2164
channel_53_read_56	56	9617	9826	61	8019	1031	567	776	2374
channel_53_read_55	55	4493	4652	20	3531	693	269	428	1390
channel_316_read_182	182	7352	8167	15	6067	973	312	1127	2412
channel_53_read_58	58	1097	1349	8086	890	176	31	283	490
channel_279_read_69	69	8982	8874	461	6757	1435	790	682	2907
channel_316_read_188	188	1910	2110	90	1555	269	86	286	641
channel_63_read_168	168	1523	1706	290	1050	391	82	265	738
channel_496_read_29	29	14720	14344	83	11771	1788	1161	785	3734
channel_400_read_82	82	9001	9225	22	7199	1244	558	782	2584
channel_378_read_59	59	2372	2643	50	1753	493	126	397	1016
channel_63_read_161	161	6350	7059	179	4716	1294	340	1049	2683
channel_496_read_23	23	19133	19191	4	16178	1753	1202	1260	4215
channel_63_read_163	163	2806	3081	131	2091	549	166	441	1156
channel_496_read_26	26	7535	7548	20	6309	719	507	520	1746
channel_496_read_27	27	4780	4685	13	3896	550	334	239	1123
channel_496_read_24	24	3321	3361	59	2802	332	187	227	746
channel_496_read_25	25	13046	12723	7	10707	1346	993	670	3009
channel_323_read_86	86	10184	10444	117	7955	1550	679	939	3168
channel_323_read_85	85	9756	10530	76	7569	1755	432	1206	3393
channel_323_read_84	84	1776	1776	17	1394	238	144	144	526
channel_323_read_83	83	20209	21244	238	16282	2912	1015	2050	5977
channel_192_read_10	10	2559	2639	4	2052	370	137	217	724
channel_323_read_81	81	7109	7479	76	5524	1165	420	790	2375
channel_323_read_80	80	1546	1431	978	1019	324	203	88	615
channel_323_read_89	89	5692	5512	11	4746	540	406	226	1172
channel_323_read_88	88	3380	3378	19	2587	538	255	253	1046
channel_275_read_211	211	2544	2587	26	1793	530	221	264	1015
channel_211_read_109	109	6625	7043	79	5215	1037	373	791	2201
channel_19_read_41	41	2450	2452	4	1946	346	158	160	664
channel_353_read_28	28	11228	11164	27	9209	1175	844	780	2799
channel_19_read_44	44	1024	1224	746	803	195	26	226	447
channel_275_read_219	219	11418	11700	628	7875	2562	981	1263	4806
channel_494_read_107	107	7741	7940	12	5849	1294	598	797	2689
channel_211_read_101	101	5105	5350	73	4142	694	269	514	1477
channel_211_read_100	100	8313	8344	61	6163	1419	731	762	2912
channel_193_read_71	71	2497	2416	162	1632	592	273	192	1057
channel_494_read_103	103	12164	12499	209	9647	1719	798	1133	3650
channel_100_read_51	51	3323	3583	5929	2225	874	224	484	1582
channel_193_read_72	72	1686	1651	7	1211	311	164	129	604
channel_373_read_57	57	11353	10976	1756	7037	2975	1341	964	5280
channel_378_read_50	50	4838	5580	1663	3986	677	175	917	1769
channel_319_read_230	230	4406	4391	69	3200	780	426	411	1617
channel_373_read_54	54	4716	4620	56	3801	511	404	308	1223
channel_373_read_53	53	13352	13805	37	10804	1775	773	1226	3774
channel_373_read_52	52	6360	6463	4	4929	980	451	554	1985
channel_373_read_50	50	4637	4673	35	3559	690	388	424	1502
channel_319_read_238	238	3445	3375	37	2431	663	351	281	1295
channel_478_read_9	9	14818	15138	5	11987	1926	905	1225	4056
channel_361_read_40	40	8452	8093	385	5766	1714	972	613	3299
channel_272_read_47	47	11769	11320	11	9502	1287	980	531	2798
channel_382_read_51	51	2687	2639	172	1785	622	280	232	1134
channel_481_read_79	79	7192	7956	648	5576	1264	352	1116	2732
channel_426_read_74	74	8114	8188	83	6668	918	528	602	2048
channel_193_read_74	74	7037	7014	72	5112	1259	666	643	2568
channel_426_read_77	77	14751	15853	325	11323	2464	964	2066	5494
channel_69_read_32	32	7204	7343	122	5971	813	420	559	1792
channel_479_read_184	184	11669	11416	55	9068	1695	906	653	3254
channel_137_read_119	119	6655	7068	23	5302	990	363	776	2129
channel_479_read_181	181	3497	3443	220	2694	496	307	253	1056
channel_479_read_180	180	4325	4345	24	3228	721	376	396	1493
channel_463_read_23	23	3161	3215	81	2500	439	222	276	937
channel_272_read_43	43	8250	8421	48	6438	1255	557	728	2540
channel_137_read_111	111	2653	2685	4	2099	376	178	210	764
channel_479_read_188	188	1958	2089	127	1584	270	104	235	609
channel_505_read_266	266	4466	4482	27	3848	381	237	253	871
channel_505_read_267	267	1720	1735	16	1496	131	93	108	332
channel_359_read_5	5	5240	5338	22	4241	641	358	456	1455
channel_473_read_159	159	2634	2805	274	2014	468	152	323	943
channel_359_read_3	3	7372	7708	44	6018	997	357	693	2047
channel_505_read_260	260	5073	5124	64	3899	770	404	455	1629
channel_505_read_261	261	4356	4409	17	3411	597	348	401	1346
channel_473_read_156	156	5632	6105	22	4054	1178	400	873	2451
channel_302_read_64	64	9322	9323	63	7268	1298	756	757	2811
channel_505_read_268	268	4534	4598	16	3731	530	273	337	1140
channel_359_read_8	8	9250	9439	37	7468	1241	541	730	2512
channel_139_read_35	35	2479	2636	58	1938	406	135	292	833
channel_139_read_34	34	2627	2814	2150	1976	489	162	349	1000
channel_139_read_37	37	9163	9556	38	6822	1755	586	979	3320
channel_139_read_36	36	6285	6641	48	4520	1336	429	785	2550
channel_68_read_168	168	10255	10133	0	8174	1316	765	643	2724
channel_139_read_30	30	3558	3221	176	2281	746	531	194	1471
channel_139_read_32	32	4967	5136	2972	3437	1094	436	605	2135
channel_378_read_119	119	10065	9780	8	8310	989	766	481	2236
channel_139_read_39	39	1412	1407	51	999	299	114	109	522
channel_46_read_264	264	9859	10565	133	7870	1424	565	1271	3260
channel_201_read_179	179	2792	2813	37	2043	526	223	244	993
channel_158_read_6	6	12795	13056	66	10174	1791	830	1091	3712
channel_158_read_7	7	8692	9141	266	6817	1359	516	965	2840
channel_248_read_38	38	4403	4403	215	3022	968	413	413	1794
channel_248_read_39	39	5855	6030	108	4302	1141	412	587	2140
channel_158_read_2	2	8383	8626	29	6832	1055	496	739	2290
channel_195_read_232	232	3935	3853	12	3040	557	338	256	1151
channel_248_read_30	30	11588	12081	35	8378	2366	844	1337	4547
channel_195_read_233	233	1947	2009	83	1540	284	123	185	592
channel_226_read_45	45	11827	12560	18	10042	1243	542	1275	3060
channel_248_read_37	37	2531	2468	50	1813	463	255	192	910
channel_158_read_8	8	7294	7440	38	5921	943	430	576	1949
channel_248_read_35	35	3388	3354	65	2230	819	339	305	1463
channel_327_read_105	105	4048	4303	146	3102	698	248	503	1449
channel_314_read_257	257	7029	7436	22	5861	854	314	721	1889
channel_327_read_107	107	2455	2626	769	1741	564	150	321	1035
channel_327_read_106	106	7786	8378	1415	5443	1848	495	1087	3430
channel_327_read_101	101	3319	3539	32	2348	759	212	432	1403
channel_327_read_100	100	7577	7807	2	5437	1598	542	772	2912
channel_428_read_89	89	2566	2782	165	2142	293	131	347	771
channel_327_read_102	102	6445	6768	111	4803	1264	378	701	2343
channel_428_read_84	84	2454	2719	86	1728	576	150	415	1141
channel_327_read_109	109	3588	3610	50	2570	729	289	311	1329
channel_428_read_82	82	6202	6918	66	4611	1313	278	994	2585
channel_428_read_80	80	7196	6585	5039	4727	1388	1081	470	2939
channel_398_read_0	0	4634	5063	1735	3099	1247	288	717	2252
