query	read_type	read_len	align_len	unalign_len	matches	mismatches	insertions	deletions	tot_errors
channel_28_read_111	111	8874	9593	31	6725	1684	465	1184	3333
channel_28_read_110	110	1689	1830	14	1292	312	85	226	623
channel_241_read_77	77	7566	8417	126	5548	1565	453	1304	3322
channel_232_read_55	55	248	287	69	193	44	11	50	105
channel_115_read_18	18	7012	7872	26	5270	1533	209	1069	2811
channel_445_read_138	138	5920	6451	44	4223	1287	410	941	2638
channel_171_read_95	95	3739	4141	72	2756	797	186	588	1571
channel_171_read_94	94	2032	2340	2735	1459	483	90	398	971
channel_445_read_131	131	1793	2184	92	1315	434	44	435	913
channel_445_read_134	134	6204	7199	86	4335	1570	299	1294	3163
channel_445_read_136	136	4378	5143	47	3248	934	196	961	2091
channel_229_read_52	52	935	1078	43	717	187	31	174	392
