query	read_type	read_len	align_len	unalign_len	matches	mismatches	insertions	deletions	tot_errors
channel_45_read_120	120	11515	11397	162	9783	675	1057	939	2671
channel_321_read_211	211	2776	3025	2139	2439	169	168	417	754
channel_45_read_122	122	3391	3482	3783	2864	242	285	376	903
channel_103_read_101	101	1985	2216	5033	1816	94	75	306	475
channel_103_read_104	104	695	820	9429	580	64	51	176	291
channel_291_read_139	139	9260	9604	111	8323	430	507	851	1788
channel_103_read_109	109	1304	1353	262	1113	90	101	150	341
channel_116_read_11	11	5874	5871	1813	5349	195	330	327	852
channel_116_read_17	17	7890	8002	67	7026	389	475	587	1451
channel_116_read_15	15	1911	1971	68	1720	93	98	158	349
channel_404_read_159	159	6450	6709	67	5677	343	430	689	1462
channel_246_read_28	28	1528	1616	803	1296	115	117	205	437
channel_501_read_77	77	388	429	2381	322	34	32	73	139
channel_501_read_78	78	1270	1536	4138	1103	110	57	323	490
channel_501_read_79	79	3078	3563	6520	2563	275	240	725	1240
channel_246_read_21	21	7193	7624	934	6593	306	294	725	1325
channel_404_read_153	153	911	1041	10006	754	88	69	199	356
channel_246_read_27	27	4699	4738	4867	4298	153	248	287	688
channel_246_read_26	26	7029	7362	32	6332	315	382	715	1412
channel_246_read_25	25	9416	9723	84	8623	364	429	736	1529
channel_246_read_24	24	2901	2997	3305	2426	236	239	335	810
channel_268_read_67	67	4489	4498	4295	3812	289	388	397	1074
channel_308_read_99	99	6395	6636	4676	5577	382	436	677	1495
channel_437_read_17	17	2032	2228	1412	1833	110	89	285	484
channel_230_read_30	30	3984	4277	5754	3385	301	298	591	1190
channel_392_read_51	51	5415	5456	59	4738	275	402	443	1120
channel_499_read_6	6	6940	6787	29	5798	473	669	516	1658
channel_32_read_81	81	8949	8892	11	7888	396	665	608	1669
channel_32_read_87	87	2548	3036	3184	2239	186	123	611	920
channel_32_read_86	86	3811	3995	3820	3433	192	186	370	748
channel_32_read_85	85	2492	2487	136	2223	102	167	162	431
channel_182_read_163	163	688	847	2276	569	82	37	196	315
channel_32_read_89	89	3854	4052	1210	3308	291	255	453	999
channel_32_read_88	88	6238	6535	35	5288	451	499	796	1746
channel_58_read_147	147	2102	2082	34	1784	134	184	164	482
channel_58_read_146	146	4549	5032	46	3935	330	284	767	1381
channel_268_read_39	39	9475	9827	661	8310	559	606	958	2123
channel_284_read_133	133	425	529	4589	366	36	23	127	186
